Comparison of groups:  2-1 
           GeneID   Chr     Start       End Strand Length       logFC
15540  MSTRG.1002 chr15  52606320  52606400      -     81   4.2047558
27758  MSTRG.1628 chr15  78500344  78500444      -    101   7.5281188
27773  MSTRG.1628 chr15  78500344  78500444      -    101   7.5281188
27787  MSTRG.1628 chr15  78500344  78500444      -    101   7.5281188
30668  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30705  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30735  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30764  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30794  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30824  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30854  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30883  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30912  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
30934  MSTRG.1844 chr15  86284277  86284726      +    450  -2.2216359
15503  MSTRG.1002 chr15  52613556  52613706      -    151   3.0925581
15543  MSTRG.1002 chr15  52613556  52613706      -    151   3.0925581
3517    MSTRG.258 chr15  23060815  23060905      -     91   4.6117477
3522    MSTRG.258 chr15  23060815  23060905      -     91   4.6117477
32672  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32686  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32700  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32713  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32726  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32740  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32753  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32767  MSTRG.2001 chr15  91811671  91811835      +    165   3.6604870
32671  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32685  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32699  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32712  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32725  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32739  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32752  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
32766  MSTRG.2001 chr15  91810785  91810873      +     89   4.1888000
31104  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31123  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31141  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31160  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31176  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31190  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31203  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31215  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31229  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
31244  MSTRG.1908 chr15  88680635  88680792      -    158   4.3064439
23872  MSTRG.1438 chr15  74707179  74707287      -    109   4.5230943
23886  MSTRG.1438 chr15  74707179  74707287      -    109   4.5230943
23900  MSTRG.1438 chr15  74707179  74707287      -    109   4.5230943
23913  MSTRG.1438 chr15  74707179  74707287      -    109   4.5230943
15523  MSTRG.1002 chr15  52675288  52675385      -     98   3.9991269
15564  MSTRG.1002 chr15  52675288  52675385      -     98   3.9991269
15532  MSTRG.1002 chr15  52700256  52700337      -     82   4.0035816
15573  MSTRG.1002 chr15  52700256  52700337      -     82   4.0035816
30283  MSTRG.1813 chr15  84561436  84561640      +    205  -4.4344840
30313  MSTRG.1813 chr15  84561436  84561640      +    205  -4.4344840
28396  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28401  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28408  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28415  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28430  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28437  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28444  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
28450  MSTRG.1707 chr15  80414054  80414162      +    109  -1.7176629
11137   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11146   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11154   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11169   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11178   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11187   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11196   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11205   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
11215   MSTRG.759 chr15  40655826  40656155      +    330   5.4111503
10052   MSTRG.725 chr15  43890391  43890525      +    135   8.3964999
7515    MSTRG.571 chr15  40328420  40328701      +    282  -1.4253804
1431    MSTRG.148 chr15  27128313  27128380      +     68   9.1015205
1442    MSTRG.148 chr15  27128313  27128380      +     68   9.1015205
1453    MSTRG.148 chr15  27128313  27128380      +     68   9.1015205
249      MSTRG.53 chr15  20534582  20534726      -    145   5.0024994
247      MSTRG.53 chr15  20534582  20534740      -    159   5.0047917
17383  MSTRG.1145 chr15  60689457  60689537      -     81  -3.0844257
18420  MSTRG.1188 chr15  63445539  63446259      -    721  -2.1738663
324      MSTRG.62 chr15  20534803  20535380      +    578   5.2464259
323      MSTRG.62 chr15  20534578  20534766      +    189   5.0070893
15508  MSTRG.1002 chr15  52632393  52632591      -    199   3.2923783
15548  MSTRG.1002 chr15  52632393  52632591      -    199   3.2923783
29531  MSTRG.1768 chr15  83240094  83240573      -    480   4.0056720
7619    MSTRG.581 chr15  43481397  43481421      -     25  -1.9684636
7625    MSTRG.581 chr15  43481397  43481421      -     25  -1.9684636
15671  MSTRG.1013 chr15  54556366  54556593      +    228   8.2261362
15703  MSTRG.1013 chr15  54556366  54556593      +    228   8.2261362
15734  MSTRG.1013 chr15  54556366  54556593      +    228   8.2261362
25107  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25136  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25165  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25194  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25223  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25250  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25277  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25305  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25334  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25362  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25390  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25419  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25448  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
25478  MSTRG.1497 chr15  73566152  73566346      +    195   2.2419329
9593    MSTRG.723 chr15  43813170  43813310      +    141   2.7166394
9599    MSTRG.723 chr15  43813170  43813310      +    141   2.7166394
13568   MSTRG.845 chr15  42820460  42820618      +    159  -1.7121849
13577   MSTRG.845 chr15  42820460  42820618      +    159  -1.7121849
27728  MSTRG.1627 chr15  78453923  78454110      +    188  -1.8101751
27739  MSTRG.1627 chr15  78453923  78454110      +    188  -1.8101751
27756  MSTRG.1628 chr15  78486274  78486362      -     89   7.8137494
27785  MSTRG.1628 chr15  78486274  78486362      -     89   7.8137494
11125   MSTRG.758 chr15  40629589  40629647      -     59  -3.4520293
34788  MSTRG.2223 chr15  99511459  99511926      -    468  -4.6015327
34793  MSTRG.2223 chr15  99511459  99511926      -    468  -4.6015327
15673  MSTRG.1013 chr15  54586093  54586262      +    170   8.2253903
15705  MSTRG.1013 chr15  54586093  54586262      +    170   8.2253903
15736  MSTRG.1013 chr15  54586093  54586262      +    170   8.2253903
8239    MSTRG.638 chr15  45772017  45778469      -   6453   2.0480080
245      MSTRG.53 chr15  20534655  20534766      -    112   5.0071466
8237    MSTRG.638 chr15  45771944  45778456      -   6513   2.0496683
20803  MSTRG.1234 chr15  64446134  64446201      +     68   4.7255478
20809  MSTRG.1234 chr15  64446134  64446201      +     68   4.7255478
20816  MSTRG.1234 chr15  64446134  64446201      +     68   4.7255478
20823  MSTRG.1234 chr15  64446134  64446201      +     68   4.7255478
8540    MSTRG.654 chr15  45974676  45974859      +    184  -2.5954722
8568    MSTRG.654 chr15  45974676  45974859      +    184  -2.5954722
8579    MSTRG.654 chr15  45974676  45974859      +    184  -2.5954722
8589    MSTRG.654 chr15  45974676  45974859      +    184  -2.5954722
7244    MSTRG.536 chr15  38794513  38794622      -    110   4.1528637
7260    MSTRG.536 chr15  38794513  38794622      -    110   4.1528637
7277    MSTRG.536 chr15  38794513  38794622      -    110   4.1528637
7294    MSTRG.536 chr15  38794513  38794622      -    110   4.1528637
33971  MSTRG.2143 chr15  90907366  90912852      +   5487   2.2666280
9592    MSTRG.723 chr15  43812839  43812921      +     83   2.9080987
9598    MSTRG.723 chr15  43812839  43812921      +     83   2.9080987
28422  MSTRG.1707 chr15  80414090  80414162      +     73  -1.6889119
20643  MSTRG.1218 chr15  64385844  64386207      -    364  -1.6941500
20647  MSTRG.1218 chr15  64385844  64386207      -    364  -1.6941500
20650  MSTRG.1218 chr15  64385844  64386207      -    364  -1.6941500
20656  MSTRG.1218 chr15  64385844  64386207      -    364  -1.6941500
19725  MSTRG.1206 chr15  62800647  62800714      -     68   7.5406728
31107  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31126  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31144  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31163  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31179  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31193  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31206  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31218  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31232  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
31247  MSTRG.1908 chr15  88727456  88727530      -     75   3.6614749
30645  MSTRG.1844 chr15  86201768  86201821      +     54  -3.4759795
30831  MSTRG.1844 chr15  86201768  86201821      +     54  -3.4759795
32745  MSTRG.2001 chr15  91846986  91858542      +  11557   4.5113323
25091  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25120  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25149  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25178  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25207  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25234  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25261  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25289  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25318  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25346  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25374  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25403  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25432  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
25462  MSTRG.1497 chr15  73418758  73418911      +    154   2.5657834
33976  MSTRG.2143 chr15  90907165  90912971      +   5807   2.2354113
27238  MSTRG.1590 chr15  76603691  76603799      -    109  -3.5112286
27213  MSTRG.1590 chr15  76603691  76603810      -    120  -3.5112076
27225  MSTRG.1590 chr15  76603691  76603810      -    120  -3.5112076
22799  MSTRG.1361 chr15  70340129  70342543      -   2415   1.6456569
22819  MSTRG.1361 chr15  70340129  70342543      -   2415   1.6456569
22839  MSTRG.1361 chr15  70340129  70342543      -   2415   1.6456569
22859  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22879  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22899  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22919  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22937  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22957  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
22977  MSTRG.1361 chr15  70340130  70342543      -   2414   1.6456569
6078    MSTRG.454 chr15  33058808  33066555      -   7748   2.7191934
6096    MSTRG.454 chr15  33058808  33066555      -   7748   2.7191934
10537   MSTRG.748 chr15  48707733  48707964      -    232  -2.1869659
10604   MSTRG.748 chr15  48707733  48707964      -    232  -2.1869659
10670   MSTRG.748 chr15  48707733  48707964      -    232  -2.1869659
7916    MSTRG.616 chr15  44216403  44216507      -    105   4.5107253
7931    MSTRG.616 chr15  44216403  44216507      -    105   4.5107253
7946    MSTRG.616 chr15  44216403  44216507      -    105   4.5107253
7961    MSTRG.616 chr15  44216403  44216507      -    105   4.5107253
8231    MSTRG.638 chr15  45771924  45777515      -   5592   2.0500131
11175   MSTRG.759 chr15  40664575  40665677      +   1103   8.0312246
9595    MSTRG.723 chr15  43821848  43822068      +    221   2.6344925
9601    MSTRG.723 chr15  43821848  43822068      +    221   2.6344925
7261    MSTRG.536 chr15  38795473  38795577      -    105   4.2714397
7278    MSTRG.536 chr15  38795473  38795577      -    105   4.2714397
31102  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31121  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31139  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31158  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31174  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31188  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31201  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31213  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31227  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
31242  MSTRG.1908 chr15  88679130  88679271      -    142   4.0824512
7642    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
7650    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
7659    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
7669    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
7679    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
7687    MSTRG.583 chr15  43482523  43482596      +     74  -1.6569688
31103  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31122  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31140  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31159  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31175  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31189  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31202  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31214  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31228  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
31243  MSTRG.1908 chr15  88679698  88679840      -    143   3.9580231
23868  MSTRG.1438 chr15  74703636  74703697      -     62   7.7293528
23882  MSTRG.1438 chr15  74703636  74703697      -     62   7.7293528
23896  MSTRG.1438 chr15  74703636  74703697      -     62   7.7293528
23909  MSTRG.1438 chr15  74703636  74703697      -     62   7.7293528
15021   MSTRG.956 chr15  50851481  50854005      -   2525  -1.6062920
15101   MSTRG.956 chr15  50851481  50854005      -   2525  -1.6062920
11720   MSTRG.786 chr15  41224515  41224645      +    131  -3.4315773
3640    MSTRG.264 chr15  23157047  23158145      -   1099  -1.7668258
15694  MSTRG.1013 chr15  54915993  54916152      +    160   8.1638594
15726  MSTRG.1013 chr15  54915993  54916152      +    160   8.1638594
15757  MSTRG.1013 chr15  54915993  54916152      +    160   8.1638594
14610   MSTRG.924 chr15  52223228  52223501      +    274  -4.3707496
25203  MSTRG.1497 chr15  73596687  73597546      +    860   2.5577975
25285  MSTRG.1497 chr15  73596687  73597552      +    866   2.5577975
25314  MSTRG.1497 chr15  73596687  73597547      +    861   2.5577975
25458  MSTRG.1497 chr15  73596687  73597547      +    861   2.5577975
27068  MSTRG.1579 chr15  76232869  76235995      -   3127   3.7877051
15670  MSTRG.1013 chr15  54542423  54542642      +    220   8.1819867
15702  MSTRG.1013 chr15  54542423  54542642      +    220   8.1819867
15733  MSTRG.1013 chr15  54542423  54542642      +    220   8.1819867
30656  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30693  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30723  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30752  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30782  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30812  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30842  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30871  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30900  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
30922  MSTRG.1844 chr15  86262307  86262557      +    251  -1.9148320
28472  MSTRG.1709 chr15  80467358  80467433      +     76  -2.4210425
28488  MSTRG.1709 chr15  80467358  80467433      +     76  -2.4210425
28506  MSTRG.1709 chr15  80467358  80467433      +     76  -2.4210425
28520  MSTRG.1709 chr15  80467358  80467433      +     76  -2.4210425
25095  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25124  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25153  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25211  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25322  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25350  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25378  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25407  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25436  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25466  MSTRG.1497 chr15  73528688  73528847      +    160   2.4059934
25092  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25121  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25150  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25179  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25208  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25235  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25262  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25290  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25319  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25347  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25375  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25404  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25433  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
25463  MSTRG.1497 chr15  73428232  73428368      +    137   2.6716731
15527  MSTRG.1002 chr15  52684127  52684267      -    141   3.4707785
15568  MSTRG.1002 chr15  52684127  52684267      -    141   3.4707785
30647  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30684  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30714  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30743  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30773  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30803  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30833  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30862  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
30891  MSTRG.1844 chr15  86212953  86213061      +    109  -2.1509726
13028   MSTRG.829 chr15  42245962  42246138      -    177  -2.3332833
23932  MSTRG.1440 chr15  72030071  72030346      +    276  -3.1862520
23944  MSTRG.1440 chr15  72030071  72030346      +    276  -3.1862520
31818  MSTRG.1964 chr15  89753098  89753674      -    577   7.4472309
981     MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1019    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1058    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1095    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1133    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1169    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1205    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1235    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1267    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1293    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1306    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
1309    MSTRG.111 chr15  25363415  25363529      +    115  -1.9532980
32670  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32684  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32698  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32711  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32724  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32738  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32751  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
32765  MSTRG.2001 chr15  91809812  91809922      +    111   3.5265055
25113  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25142  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25172  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25200  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25228  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25255  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25282  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25311  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25340  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25368  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25397  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25426  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25455  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
25484  MSTRG.1497 chr15  73590689  73590952      +    264   1.8253432
33883  MSTRG.2139 chr15  90774166  90774254      -     89  -1.8150520
33890  MSTRG.2139 chr15  90774166  90774254      -     89  -1.8150520
33897  MSTRG.2139 chr15  90774166  90774254      -     89  -1.8150520
33904  MSTRG.2139 chr15  90774166  90774254      -     89  -1.8150520
11128   MSTRG.758 chr15  40630949  40631104      -    156  -2.1626768
26008  MSTRG.1531 chr15  74952173  74952274      -    102  -1.8910298
23927  MSTRG.1440 chr15  71548952  71549054      +    103  -2.9508177
30660  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30697  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30727  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30756  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30786  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30816  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30846  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30875  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30904  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
30926  MSTRG.1844 chr15  86269641  86269717      +     77  -2.0878723
28395  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28400  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28407  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28414  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28421  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28429  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28436  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28443  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28449  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
28455  MSTRG.1707 chr15  80412670  80412840      +    171  -1.5823157
11172   MSTRG.759 chr15  40657039  40657475      +    437   5.3125900
11218   MSTRG.759 chr15  40657039  40657475      +    437   5.3125900
14646   MSTRG.930 chr15  52353496  52353697      +    202   2.3627676
3529    MSTRG.261 chr15  23094327  23095319      -    993   2.7254350
3534    MSTRG.261 chr15  23094327  23095319      -    993   2.7254350
3568    MSTRG.261 chr15  23094338  23095319      -    982   2.7254350
3582    MSTRG.261 chr15  23094345  23095319      -    975   2.7254350
23926  MSTRG.1440 chr15  71534988  71535435      +    448  -2.9459261
21854  MSTRG.1283 chr15  66793287  66793443      -    157  -1.7098998
10504   MSTRG.747 chr15  49301413  49301575      -    163   2.1684684
10521   MSTRG.747 chr15  49301413  49301575      -    163   2.1684684
20648  MSTRG.1218 chr15  64364758  64367736      -   2979  -1.6675541
22044  MSTRG.1297 chr15  66187634  66190432      -   2799  10.6415163
1376    MSTRG.144 chr15  27018030  27018223      -    194   8.6879388
1409    MSTRG.144 chr15  27018030  27018223      -    194   8.6879388
34492  MSTRG.2198 chr15 101433103 101435440      -   2338   3.4884675
11130   MSTRG.758 chr15  40632106  40632216      -    111  -2.6506518
11718   MSTRG.786 chr15  41223701  41223964      +    264  -3.1145922
26010  MSTRG.1531 chr15  74952157  74952379      -    223  -1.8798697
30670  MSTRG.1844 chr15  86287859  86292589      +   4731  -1.8105042
30707  MSTRG.1844 chr15  86287859  86292589      +   4731  -1.8105042
30737  MSTRG.1844 chr15  86287859  86292579      +   4721  -1.8105042
30766  MSTRG.1844 chr15  86287859  86292583      +   4725  -1.8105042
30796  MSTRG.1844 chr15  86287859  86292583      +   4725  -1.8105042
30826  MSTRG.1844 chr15  86287859  86292587      +   4729  -1.8105042
30856  MSTRG.1844 chr15  86287859  86292579      +   4721  -1.8105042
30885  MSTRG.1844 chr15  86287859  86292587      +   4729  -1.8105042
30914  MSTRG.1844 chr15  86287859  86292589      +   4731  -1.8105042
30936  MSTRG.1844 chr15  86287859  86292587      +   4729  -1.8105042
14833   MSTRG.946 chr15  50646867  50647962      +   1096   4.3862088
30644  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30681  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30712  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30741  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30770  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30800  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30830  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30860  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
30889  MSTRG.1844 chr15  86198648  86199018      +    371  -1.9767043
14433   MSTRG.914 chr15  51768786  51768916      -    131   3.5362974
31732  MSTRG.1953 chr15  89456478  89456700      -    223  -3.6772790
31739  MSTRG.1953 chr15  89456478  89456700      -    223  -3.6772790
31755  MSTRG.1953 chr15  89456478  89456700      -    223  -3.6772790
31764  MSTRG.1953 chr15  89456478  89456700      -    223  -3.6772790
7250    MSTRG.536 chr15  38810493  38810624      -    132   4.1495882
7267    MSTRG.536 chr15  38810493  38810624      -    132   4.1495882
7284    MSTRG.536 chr15  38810493  38810624      -    132   4.1495882
7300    MSTRG.536 chr15  38810493  38810624      -    132   4.1495882
25105  MSTRG.1497 chr15  73562657  73562795      +    139   2.2928144
25134  MSTRG.1497 chr15  73562657  73562795      +    139   2.2928144
