Comparison of groups:  3-1 
           GeneID   Chr     Start       End Strand Length       logFC
22898  MSTRG.1361 chr15  70389114  70390256      -   1143   4.1055444
22918  MSTRG.1361 chr15  70389114  70390256      -   1143   4.1055444
22976  MSTRG.1361 chr15  70389114  70390256      -   1143   4.1055444
22996  MSTRG.1361 chr15  70389114  70390256      -   1143   4.1055444
15241   MSTRG.960 chr15  51028841  51028937      -     97   1.3262484
8454    MSTRG.647 chr15  45479652  45480172      -    521   3.2198117
8461    MSTRG.647 chr15  45479652  45480172      -    521   3.2198117
8465    MSTRG.647 chr15  45479652  45480165      -    514   3.2198117
8471    MSTRG.647 chr15  45479652  45480165      -    514   3.2198117
8483    MSTRG.647 chr15  45479652  45480165      -    514   3.2198117
5857    MSTRG.446 chr15  32819014  32819179      -    166   2.9945860
5865    MSTRG.446 chr15  32819014  32819179      -    166   2.9945860
5873    MSTRG.446 chr15  32819014  32819179      -    166   2.9945860
5881    MSTRG.446 chr15  32819014  32819179      -    166   2.9945860
5889    MSTRG.446 chr15  32819014  32819179      -    166   2.9945860
17211  MSTRG.1124 chr15  59502713  59502799      -     87   1.9158580
17239  MSTRG.1124 chr15  59502713  59502799      -     87   1.9158580
25115  MSTRG.1497 chr15  73594954  73597552      +   2599   1.2890216
25144  MSTRG.1497 chr15  73594954  73597552      +   2599   1.2890216
25174  MSTRG.1497 chr15  73594954  73597552      +   2599   1.2890216
25230  MSTRG.1497 chr15  73594954  73597546      +   2593   1.2890216
25257  MSTRG.1497 chr15  73594954  73597552      +   2599   1.2890216
25342  MSTRG.1497 chr15  73594954  73597547      +   2594   1.2890216
25370  MSTRG.1497 chr15  73594954  73597547      +   2594   1.2890216
25399  MSTRG.1497 chr15  73594954  73597547      +   2594   1.2890216
25428  MSTRG.1497 chr15  73594954  73597547      +   2594   1.2890216
25486  MSTRG.1497 chr15  73594954  73597546      +   2593   1.2890216
16982  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
17005  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
17027  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
17051  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
17076  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
17101  MSTRG.1105 chr15  56152605  56152772      -    168   2.2150562
26014  MSTRG.1533 chr15  75013308  75013394      -     87   4.1936110
8641    MSTRG.681 chr15  47060061  47060327      +    267   3.5285810
11405   MSTRG.766 chr15  40949240  40949349      +    110   4.0624418
11432   MSTRG.766 chr15  40949240  40949349      +    110   4.0624418
18427  MSTRG.1189 chr15  63547706  63547783      +     78   1.9844003
18435  MSTRG.1189 chr15  63547706  63547783      +     78   1.9844003
18442  MSTRG.1189 chr15  63547706  63547783      +     78   1.9844003
15242   MSTRG.960 chr15  51031877  51032025      -    149   1.1011461
34789  MSTRG.2223 chr15  99512654  99512880      -    227  -5.5883805
34794  MSTRG.2223 chr15  99512654  99512880      -    227  -5.5883805
7374    MSTRG.555 chr15  39574680  39574821      -    142   5.4165317
13131   MSTRG.837 chr15  42459592  42459735      -    144  -1.3398003
13156   MSTRG.837 chr15  42459592  42459735      -    144  -1.3398003
842     MSTRG.100 chr15  24938708  24939090      -    383   2.4279870
11403   MSTRG.766 chr15  40944203  40944303      +    101   5.5623066
11430   MSTRG.766 chr15  40944203  40944303      +    101   5.5623066
18636  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18695  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18755  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18813  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18872  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18930  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
18990  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19050  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19110  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19168  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19229  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19287  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19346  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19404  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19463  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19522  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19580  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
19636  MSTRG.1205 chr15  62985039  62985140      +    102  -5.4612081
24999  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25006  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25016  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25023  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25035  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25042  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
25049  MSTRG.1488 chr15  73067213  73067438      -    226   1.8025710
18634  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18693  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18753  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18811  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18870  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18928  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
18988  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19048  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19108  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19166  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19227  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19285  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19344  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19402  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19461  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19520  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19578  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
19634  MSTRG.1205 chr15  62967416  62967520      +    105  -3.8545352
7523    MSTRG.572 chr15  40357422  40359699      +   2278  -1.5395097
7531    MSTRG.572 chr15  40357422  40359698      +   2277  -1.5395097
7537    MSTRG.572 chr15  40357422  40359710      +   2289  -1.5395097
7541    MSTRG.572 chr15  40357422  40359710      +   2289  -1.5395097
7549    MSTRG.572 chr15  40357422  40359680      +   2259  -1.5395097
7388    MSTRG.562 chr15  39877671  39877764      +     94   2.4419269
7410    MSTRG.562 chr15  39877671  39877764      +     94   2.4419269
11720   MSTRG.786 chr15  41224515  41224645      +    131  -2.3942317
21648  MSTRG.1272 chr15  66048478  66048810      -    333   1.9264136
21693  MSTRG.1272 chr15  66048478  66048810      -    333   1.9264136
21727  MSTRG.1272 chr15  66048478  66048810      -    333   1.9264136
21759  MSTRG.1272 chr15  66048478  66048810      -    333   1.9264136
21791  MSTRG.1272 chr15  66048478  66048810      -    333   1.9264136
1803    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
1888    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
1963    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2045    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2127    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2200    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2267    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2280    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2364    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
2411    MSTRG.178 chr15  25514752  25514880      +    129  -5.4455369
27048  MSTRG.1575 chr15  76206451  76206546      +     96   1.5393372
27055  MSTRG.1575 chr15  76206451  76206546      +     96   1.5393372
27060  MSTRG.1575 chr15  76206451  76206546      +     96   1.5393372
33893  MSTRG.2139 chr15  90775451  90775679      -    229   1.1635511
33960  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.1200481
33962  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.1200481
33965  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.1200481
10819   MSTRG.755 chr15  40583466  40584125      -    660   3.3503385
10848   MSTRG.755 chr15  40583466  40584125      -    660   3.3503385
11000   MSTRG.755 chr15  40583466  40584125      -    660   3.3503385
11087   MSTRG.755 chr15  40583466  40584125      -    660   3.3503385
15357   MSTRG.991 chr15  52409360  52414965      -   5606   1.3002615
10331   MSTRG.733 chr15  44062448  44062527      +     80   1.0889896
4404    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
4432    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
4460    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
4487    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
4515    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
4546    MSTRG.308 chr15  30018985  30019195      -    211  -1.1652968
15428   MSTRG.992 chr15  52497086  52498076      +    991   2.4896812
14023   MSTRG.865 chr15  49425956  49426008      -     53  -1.2354542
14036   MSTRG.865 chr15  49425956  49426008      -     53  -1.2354542
33042  MSTRG.2021 chr15  93310793  93311299      -    507   2.3148264
8540    MSTRG.654 chr15  45974676  45974859      +    184   1.4494621
8568    MSTRG.654 chr15  45974676  45974859      +    184   1.4494621
8579    MSTRG.654 chr15  45974676  45974859      +    184   1.4494621
8589    MSTRG.654 chr15  45974676  45974859      +    184   1.4494621
18408  MSTRG.1186 chr15  63433479  63434264      +    786   1.2212731
24915  MSTRG.1483 chr15  72954593  72955101      +    509   5.8254813
22257  MSTRG.1307 chr15  66782056  66782101      +     46   1.7029911
15247   MSTRG.960 chr15  51057665  51057910      -    246   2.7113392
30166  MSTRG.1812 chr15  85659215  85659350      +    136   1.7804778
30189  MSTRG.1812 chr15  85659215  85659350      +    136   1.7804778
30211  MSTRG.1812 chr15  85659215  85659350      +    136   1.7804778
30233  MSTRG.1812 chr15  85659215  85659350      +    136   1.7804778
30254  MSTRG.1812 chr15  85659215  85659350      +    136   1.7804778
14195   MSTRG.896 chr15  50150435  50152672      -   2238   1.6282591
14224   MSTRG.896 chr15  50150435  50152672      -   2238   1.6282591
14251   MSTRG.896 chr15  50150435  50152672      -   2238   1.6282591
14279   MSTRG.896 chr15  50150435  50152672      -   2238   1.6282591
32016  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32033  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32052  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32069  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32086  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32100  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
32110  MSTRG.1971 chr15  91436521  91436644      +    124   1.6539243
33751  MSTRG.2131 chr15  90622892  90625432      +   2541  -1.2391414
14311   MSTRG.901 chr15  52015255  52015846      -    592   1.3254366
14315   MSTRG.901 chr15  52015261  52015846      -    586   1.3254366
14318   MSTRG.901 chr15  52015261  52015846      -    586   1.3254366
14321   MSTRG.901 chr15  52015262  52015846      -    585   1.3254366
21234  MSTRG.1254 chr15  65442784  65443251      -    468   1.0449692
1706    MSTRG.173 chr15  28479216  28479430      -    215  -3.6767684
27133  MSTRG.1586 chr15  77240751  77240893      +    143  -1.0799431
27141  MSTRG.1586 chr15  77240751  77240893      +    143  -1.0799431
27149  MSTRG.1586 chr15  77240751  77240893      +    143  -1.0799431
27157  MSTRG.1586 chr15  77240751  77240893      +    143  -1.0799431
27165  MSTRG.1586 chr15  77240751  77240893      +    143  -1.0799431
33924  MSTRG.2140 chr15  90814420  90815830      +   1411  -1.1130737
11528   MSTRG.773 chr15  41029322  41029402      -     81   1.3610882
11541   MSTRG.773 chr15  41029322  41029402      -     81   1.3610882
11554   MSTRG.773 chr15  41029322  41029402      -     81   1.3610882
22641  MSTRG.1335 chr15  68500441  68500748      -    308   1.5231557
22670  MSTRG.1335 chr15  68500441  68500748      -    308   1.5231557
30170  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
30193  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
30215  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
30237  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
30258  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
30268  MSTRG.1812 chr15  85669438  85669605      +    168   1.3186416
29461  MSTRG.1768 chr15  83224620  83226736      -   2117  -3.6954279
18628  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18687  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18747  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18805  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18864  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18922  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
18982  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19042  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19102  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19160  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19221  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19279  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19338  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19396  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19455  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19514  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19572  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
19628  MSTRG.1205 chr15  62942283  62942380      +     98  -3.3115191
33029  MSTRG.2021 chr15  93310778  93311299      -    522   2.3158308
33032  MSTRG.2021 chr15  93310778  93311299      -    522   2.3158308
32012  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32029  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32048  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32065  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32082  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32096  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
32107  MSTRG.1971 chr15  91434784  91434906      +    123   2.0995946
235      MSTRG.45 chr15  20113415  20117952      +   4538   3.5619037
15358   MSTRG.991 chr15  52416670  52416836      -    167   1.8089637
15377   MSTRG.991 chr15  52416670  52416836      -    167   1.8089637
15390   MSTRG.991 chr15  52416670  52416836      -    167   1.8089637
15401   MSTRG.991 chr15  52416670  52416836      -    167   1.8089637
15412   MSTRG.991 chr15  52416670  52416836      -    167   1.8089637
33757  MSTRG.2131 chr15  90622892  90625427      +   2536  -1.2322435
34910  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34922  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34932  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34942  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34953  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34963  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
34971  MSTRG.2236 chr15 100246934 100247060      +    127  -1.4902262
16480  MSTRG.1062 chr15  59205698  59205895      -    198   1.1159780
16501  MSTRG.1062 chr15  59205698  59205895      -    198   1.1159780
16522  MSTRG.1062 chr15  59205698  59205895      -    198   1.1159780
25727  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25738  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25749  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25760  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25771  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25782  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25793  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
25805  MSTRG.1509 chr15  74743777  74743861      -     85  -1.1736603
18637  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18696  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18756  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18814  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18873  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18931  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
18991  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19051  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19111  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19169  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19230  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19288  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19347  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19405  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19464  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19523  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19581  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
19637  MSTRG.1205 chr15  62986515  62986591      +     77  -5.3733246
310      MSTRG.58 chr15  20457196  20457381      -    186   1.7454439
21797  MSTRG.1273 chr15  65916293  65918308      +   2016   1.6768518
21807  MSTRG.1273 chr15  65916293  65918308      +   2016   1.6768518
21816  MSTRG.1273 chr15  65916293  65918308      +   2016   1.6768518
21824  MSTRG.1273 chr15  65916293  65918308      +   2016   1.6768518
20634  MSTRG.1216 chr15  64353617  64353808      +    192   5.5606151
20637  MSTRG.1217 chr15  64353641  64353808      -    168   5.5606151
7804    MSTRG.599 chr15  45025607  45025657      -     51  -2.2753343
12034   MSTRG.808 chr15  41745099  41745246      +    148  -1.2089488
34905  MSTRG.2236 chr15 100211528 100211659      +    132  -1.8831327
34918  MSTRG.2236 chr15 100211528 100211659      +    132  -1.8831327
34928  MSTRG.2236 chr15 100211528 100211659      +    132  -1.8831327
34937  MSTRG.2236 chr15 100211528 100211659      +    132  -1.8831327
34967  MSTRG.2236 chr15 100211528 100211659      +    132  -1.8831327
15376   MSTRG.991 chr15  52414022  52414965      -    944   1.3667638
33939  MSTRG.2140 chr15  90814420  90816885      +   2466  -1.1012343
25065  MSTRG.1491 chr15  73098636  73099286      -    651   2.2644970
25067  MSTRG.1491 chr15  73098664  73099264      -    601   2.2644970
15337   MSTRG.981 chr15  53719063  53719315      +    253   6.0562875
15343   MSTRG.982 chr15  53719099  53719315      -    217   6.0562875
13956   MSTRG.856 chr15  43360096  43360234      -    139  -2.2686773
7493    MSTRG.570 chr15  40326159  40328701      -   2543  -0.8809578
7009    MSTRG.504 chr15  36905631  36906104      +    474   1.2563975
22816  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22836  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22856  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22876  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22896  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22916  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22954  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22974  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
22994  MSTRG.1361 chr15  70387917  70387980      -     64   2.6877298
34911  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34923  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34933  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34943  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34954  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34964  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
34972  MSTRG.2236 chr15 100250839 100250965      +    127  -1.5192475
17687  MSTRG.1168 chr15  62155639  62155727      -     89   1.6460496
17771  MSTRG.1168 chr15  62155639  62155727      -     89   1.6460496
17854  MSTRG.1168 chr15  62155639  62155727      -     89   1.6460496
18024  MSTRG.1168 chr15  62155639  62155727      -     89   1.6460496
23260  MSTRG.1387 chr15  70952490  70952555      -     66  -1.6028407
23279  MSTRG.1387 chr15  70952490  70952555      -     66  -1.6028407
23298  MSTRG.1387 chr15  70952490  70952555      -     66  -1.6028407
31010  MSTRG.1872 chr15  88377384  88378689      -   1306   2.0201115
31012  MSTRG.1872 chr15  88377406  88378690      -   1285   2.0201115
16981  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
17004  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
17026  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
17050  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
17075  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
17100  MSTRG.1105 chr15  56148329  56148394      -     66   2.1637943
13985   MSTRG.858 chr15  43369269  43369857      +    589   1.7778128
23952  MSTRG.1441 chr15  71456708  71457559      +    852   0.9286717
7692    MSTRG.583 chr15  43486925  43487388      +    464  -1.0806944
30640  MSTRG.1844 chr15  86122161  86125338      +   3178  -1.2427656
30677  MSTRG.1844 chr15  86122161  86125338      +   3178  -1.2427656
30483  MSTRG.1830 chr15  84944305  84949055      -   4751  -3.0369902
34897  MSTRG.2234 chr15  99917041  99918926      +   1886   2.2900007
22430  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
22436  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
22439  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
22442  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
22445  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
22448  MSTRG.1319 chr15  67811338  67811440      -    103   3.1912067
7478    MSTRG.567 chr15  40314720  40314806      +     87   1.4316554
7387    MSTRG.562 chr15  39876501  39876623      +    123   2.3346916
7409    MSTRG.562 chr15  39876501  39876623      +    123   2.3346916
27175  MSTRG.1587 chr15  77322843  77322922      +     80   3.8066323
26296  MSTRG.1551 chr15  75197495  75197572      -     78  -1.7918542
26301  MSTRG.1551 chr15  75197495  75197572      -     78  -1.7918542
26306  MSTRG.1551 chr15  75197495  75197572      -     78  -1.7918542
26310  MSTRG.1551 chr15  75197495  75197572      -     78  -1.7918542
29211  MSTRG.1756 chr15  82821158  82821289      -    132   3.0749137
29216  MSTRG.1756 chr15  82821158  82821289      -    132   3.0749137
29220  MSTRG.1756 chr15  82821158  82821289      -    132   3.0749137
32667  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32681  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32695  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32708  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32721  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32735  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32748  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
32762  MSTRG.2001 chr15  91795599  91795750      +    152  -3.7334866
16970  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
16993  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
17015  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
17039  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
17064  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
17089  MSTRG.1105 chr15  56130305  56130378      -     74   1.9779540
3710    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3745    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3779    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3814    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3845    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3880    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3908    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3943    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
3978    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
4013    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
4044    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
4066    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
4080    MSTRG.269 chr15  23295541  23295666      -    126  -3.1482740
4093    MSTRG.270 chr15  23295541  23295666      +    126  -3.1482740
26352  MSTRG.1559 chr15  75638491  75640367      +   1877   2.0112738
16607  MSTRG.1073 chr15  59386982  59389574      +   2593   1.1429023
16621  MSTRG.1073 chr15  59386982  59389618      +   2637   1.1429023
16635  MSTRG.1073 chr15  59386982  59389618      +   2637   1.1429023
16649  MSTRG.1073 chr15  59386982  59389618      +   2637   1.1429023
16663  MSTRG.1073 chr15  59386982  59389633      +   2652   1.1429023
16677  MSTRG.1073 chr15  59386982  59389618      +   2637   1.1429023
16691  MSTRG.1073 chr15  59386982  59389512      +   2531   1.1429023
4277    MSTRG.289 chr15  29094899  29095099      -    201   3.9873402
22804  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22824  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22844  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22864  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22884  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22904  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22924  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22942  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22962  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
22982  MSTRG.1361 chr15  70347388  70347637      -    250   2.8156252
10362   MSTRG.735 chr15  44086572  44088287      +   1716  -0.9869476
21309  MSTRG.1263 chr15  65550437  65551880      -   1444   1.3458716
21315  MSTRG.1263 chr15  65550437  65551883      -   1447   1.3458716
21220  MSTRG.1254 chr15  65442630  65443251      -    622   0.9888676
21231  MSTRG.1254 chr15  65471272  65471389      -    118   1.1395883
21245  MSTRG.1254 chr15  65471272  65471389      -    118   1.1395883
27831  MSTRG.1630 chr15  78588017  78588135      -    119   1.3273816
20785  MSTRG.1228 chr15  64970315  64970681      +    367   1.6270948
16498  MSTRG.1062 chr15  59191668  59192136      -    469   0.9872140
28527  MSTRG.1711 chr15  80487821  80494356      -   6536   1.4474905
11569   MSTRG.774 chr15  41044184  41044207      +     24   1.5386819
5144    MSTRG.378 chr15  31566446  31566649      +    204  -2.3699481
14390   MSTRG.911 chr15  51692389  51692472      +     84  -5.2807126
14400   MSTRG.911 chr15  51692389  51692472      +     84  -5.2807126
14410   MSTRG.911 chr15  51692389  51692472      +     84  -5.2807126
3716    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3751    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3785    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3820    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3851    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3886    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3914    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3949    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
3984    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
4019    MSTRG.269 chr15  23306734  23306791      -     58  -2.7208953
