Comparison of groups:  4-1 
           GeneID   Chr     Start       End Strand Length       logFC
11580   MSTRG.775 chr15  41057377  41066035      -   8659   1.6842196
4245    MSTRG.287 chr15  29101279  29102664      +   1386  -3.8447560
14572   MSTRG.918 chr15  52194089  52194233      +    145   2.0243039
14583   MSTRG.918 chr15  52194089  52194233      +    145   2.0243039
23934  MSTRG.1440 chr15  72039177  72039381      +    205  -2.5128145
23946  MSTRG.1440 chr15  72039177  72039381      +    205  -2.5128145
27043  MSTRG.1575 chr15  76187297  76187401      +    105   3.5973528
8229    MSTRG.638 chr15  45803825  45803912      -     88  -2.7379709
9593    MSTRG.723 chr15  43813170  43813310      +    141  -3.0707452
9599    MSTRG.723 chr15  43813170  43813310      +    141  -3.0707452
35118  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35139  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35159  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35181  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35196  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35211  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35225  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
35235  MSTRG.2247 chr15 101938609 101938781      -    173  -2.2735380
13256   MSTRG.841 chr15  42600420  42600516      +     97   2.8115049
13281   MSTRG.841 chr15  42600420  42600516      +     97   2.8115049
13297   MSTRG.841 chr15  42600420  42600516      +     97   2.8115049
14837   MSTRG.946 chr15  50646943  50650261      +   3319   2.3451243
19725  MSTRG.1206 chr15  62800647  62800714      -     68   7.1094255
17123  MSTRG.1110 chr15  56364758  56365304      +    547   2.8129057
15348   MSTRG.986 chr15  53229041  53230628      -   1588   1.5083850
10823   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
10852   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
10879   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
10910   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
10942   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
10974   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
11004   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
11032   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
11062   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
11091   MSTRG.755 chr15  40585761  40585925      -    165   2.9414065
34908  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34921  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34931  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34940  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34952  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34962  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
34970  MSTRG.2236 chr15 100230446 100230633      +    188  -1.6102522
10833   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
10862   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
10889   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
10920   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
10952   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
10984   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
11014   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
11042   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
11072   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
11101   MSTRG.755 chr15  40590763  40590909      -    147   2.9834075
34031  MSTRG.2151 chr15  91040464  91040572      +    109   1.7165931
34069  MSTRG.2151 chr15  91040464  91040572      +    109   1.7165931
18669  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
18728  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
18788  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
18846  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
18905  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
18963  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19023  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19083  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19143  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19201  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19262  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19320  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19379  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19437  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19496  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19555  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19613  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19669  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
19709  MSTRG.1205 chr15  63084840  63084986      +    147  -3.0843962
7713    MSTRG.587 chr15  45008527  45008554      +     28   1.6896643
13208   MSTRG.839 chr15  42564261  42564321      -     61   1.8087779
13215   MSTRG.839 chr15  42564261  42564321      -     61   1.8087779
19627  MSTRG.1205 chr15  62939510  62939645      +    136  -3.9876620
23511  MSTRG.1411 chr15  74244172  74244478      +    307  -2.9584427
5854    MSTRG.446 chr15  32809502  32811671      -   2170   1.7566266
5862    MSTRG.446 chr15  32809502  32811671      -   2170   1.7566266
18667  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
18726  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
18786  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
18844  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
18903  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
18961  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19021  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19081  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19141  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19199  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19260  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19318  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19377  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19435  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19494  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19553  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19611  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19667  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
19707  MSTRG.1205 chr15  63073339  63073440      +    102  -3.2921425
22744  MSTRG.1341 chr15  69689807  69689903      +     97   7.1549451
22753  MSTRG.1341 chr15  69689807  69689903      +     97   7.1549451
17325  MSTRG.1136 chr15  59944405  59944525      -    121  -1.3157567
34599  MSTRG.2200 chr15 101608876 101610317      +   1442   1.9248067
18673  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
18732  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
18792  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
18850  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
18909  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
18967  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19027  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19087  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19147  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19205  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19266  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19324  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19383  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19441  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19500  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19559  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19617  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19673  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
19713  MSTRG.1205 chr15  63092852  63092968      +    117  -3.3164775
10822   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10851   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10878   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10909   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10941   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10973   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
11003   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
11031   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
11061   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
11090   MSTRG.755 chr15  40585127  40585226      -    100   3.1890249
10819   MSTRG.755 chr15  40583466  40584125      -    660   4.1500191
10848   MSTRG.755 chr15  40583466  40584125      -    660   4.1500191
11000   MSTRG.755 chr15  40583466  40584125      -    660   4.1500191
11087   MSTRG.755 chr15  40583466  40584125      -    660   4.1500191
24243  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24255  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24276  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24287  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24298  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24309  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24320  MSTRG.1471 chr15  72502688  72502819      -    132  -1.5203633
24332  MSTRG.1472 chr15  72502688  72502819      +    132  -1.5203633
23806  MSTRG.1432 chr15  74327484  74328725      +   1242   1.5233678
27171  MSTRG.1587 chr15  77317839  77317945      +    107   7.1880022
15456   MSTRG.993 chr15  52540897  52540980      -     84   3.8511800
18662  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
18721  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
18781  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
18839  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
18898  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
18956  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19016  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19076  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19136  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19194  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19255  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19313  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19372  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19430  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19489  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19548  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19606  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19662  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
19702  MSTRG.1205 chr15  63054471  63054652      +    182  -3.1950363
27964  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
28016  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
28044  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
28071  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
28085  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
28112  MSTRG.1644 chr15  79291061  79291167      -    107   6.7882109
18649  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
18708  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
18768  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
18826  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
18885  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
18943  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19003  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19063  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19123  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19181  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19242  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19300  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19359  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19417  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19476  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19535  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19593  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19649  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
19689  MSTRG.1205 chr15  63014552  63014686      +    135  -4.5770358
14026   MSTRG.865 chr15  49429347  49429424      -     78  -1.5585891
14039   MSTRG.865 chr15  49429347  49429424      -     78  -1.5585891
6780    MSTRG.486 chr15  34519894  34520047      +    154  -1.2223556
6785    MSTRG.486 chr15  34519894  34520047      +    154  -1.2223556
6789    MSTRG.486 chr15  34519894  34520047      +    154  -1.2223556
32831  MSTRG.2011 chr15  93563242  93563488      +    247   1.9930518
32874  MSTRG.2011 chr15  93563242  93563488      +    247   1.9930518
32942  MSTRG.2011 chr15  93563242  93563488      +    247   1.9930518
32963  MSTRG.2011 chr15  93563242  93563488      +    247   1.9930518
32982  MSTRG.2011 chr15  93563242  93563488      +    247   1.9930518
29746  MSTRG.1780 chr15  85747481  85747786      -    306   7.4839863
15911  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
15937  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
15950  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
15964  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
15978  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
15993  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
16009  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
16026  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
16043  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
16047  MSTRG.1038 chr15  58006734  58009755      +   3022  -1.2853232
35105  MSTRG.2247 chr15 101853581 101853710      -    130  -2.3340127
35127  MSTRG.2247 chr15 101853581 101853710      -    130  -2.3340127
35148  MSTRG.2247 chr15 101853581 101853710      -    130  -2.3340127
35168  MSTRG.2247 chr15 101853581 101853710      -    130  -2.3340127
18658  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
18717  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
18777  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
18835  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
18894  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
18952  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19012  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19072  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19132  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19190  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19251  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19309  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19368  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19426  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19485  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19544  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19602  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19658  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
19698  MSTRG.1205 chr15  63044504  63044626      +    123  -3.2682873
21031  MSTRG.1247 chr15  65152093  65152197      +    105   1.8620641
21036  MSTRG.1247 chr15  65152093  65152197      +    105   1.8620641
21042  MSTRG.1247 chr15  65152093  65152197      +    105   1.8620641
930     MSTRG.106 chr15  25227141  25228937      +   1797  -1.8454785
960     MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
999     MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1039    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1077    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1114    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1148    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1184    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1215    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1247    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
1272    MSTRG.111 chr15  25330337  25330469      +    133  -1.9322510
28861  MSTRG.1723 chr15  81598764  81598886      +    123   2.6682984
28879  MSTRG.1723 chr15  81598761  81598886      +    126   2.6682984
28886  MSTRG.1723 chr15  81598761  81598886      +    126   2.6682984
12071   MSTRG.812 chr15  41798113  41798203      -     91   7.4153606
12109   MSTRG.812 chr15  41798113  41798203      -     91   7.4153606
7804    MSTRG.599 chr15  45025607  45025657      -     51  -2.3156758
912     MSTRG.106 chr15  25243267  25243633      +    367  -2.4416822
921     MSTRG.106 chr15  25243267  25243633      +    367  -2.4416822
7010    MSTRG.505 chr15  36906541  36907678      +   1138   1.3655336
10842   MSTRG.755 chr15  40599790  40600110      -    321   2.9124211
10871   MSTRG.755 chr15  40599790  40600110      -    321   2.9124211
10898   MSTRG.755 chr15  40599790  40600110      -    321   2.9124211
10929   MSTRG.755 chr15  40599790  40600174      -    385   2.9124211
10961   MSTRG.755 chr15  40599790  40600174      -    385   2.9124211
10993   MSTRG.755 chr15  40599790  40600174      -    385   2.9124211
11023   MSTRG.755 chr15  40599790  40600107      -    318   2.9124211
11051   MSTRG.755 chr15  40599790  40600107      -    318   2.9124211
11110   MSTRG.755 chr15  40599790  40600125      -    336   2.9124211
11118   MSTRG.755 chr15  40599790  40600174      -    385   2.9124211
15462   MSTRG.993 chr15  52561950  52562057      -    108   2.8928664
22147  MSTRG.1303 chr15  66625342  66626236      +    895  -1.3122553
22164  MSTRG.1303 chr15  66625342  66626236      +    895  -1.3122553
22181  MSTRG.1303 chr15  66625342  66626236      +    895  -1.3122553
22198  MSTRG.1303 chr15  66625342  66626236      +    895  -1.3122553
22216  MSTRG.1303 chr15  66625342  66626229      +    888  -1.3122553
22094  MSTRG.1303 chr15  66625342  66626223      +    882  -1.3122623
22112  MSTRG.1303 chr15  66625342  66626223      +    882  -1.3122623
22130  MSTRG.1303 chr15  66625342  66626223      +    882  -1.3122623
33960  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.4901227
33962  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.4901227
33965  MSTRG.2140 chr15  90814420  90815443      +   1024  -1.4901227
18643  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18702  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18762  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18820  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18879  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18937  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
18997  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19057  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19117  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19175  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19236  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19294  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19353  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19411  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19470  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19529  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19587  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19643  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
19684  MSTRG.1205 chr15  62999285  62999452      +    168  -2.8365145
7231    MSTRG.534 chr15  38643215  38649450      +   6236   1.1645732
18660  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
18719  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
18779  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
18837  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
18896  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
18954  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19014  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19074  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19134  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19192  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19253  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19311  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19370  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19428  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19487  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19546  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19604  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19660  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
19700  MSTRG.1205 chr15  63047731  63047892      +    162  -3.1284864
11263   MSTRG.759 chr15  40697967  40698551      +    585  -1.7380755
13250   MSTRG.841 chr15  42568546  42568608      +     63   2.3235032
13275   MSTRG.841 chr15  42568546  42568608      +     63   2.3235032
13286   MSTRG.841 chr15  42568546  42568608      +     63   2.3235032
13291   MSTRG.841 chr15  42568546  42568608      +     63   2.3235032
10513   MSTRG.747 chr15  49325162  49325297      -    136   1.7335849
10531   MSTRG.747 chr15  49325162  49325297      -    136   1.7335849
20643  MSTRG.1218 chr15  64385844  64386207      -    364  -1.3691365
20647  MSTRG.1218 chr15  64385844  64386207      -    364  -1.3691365
20650  MSTRG.1218 chr15  64385844  64386207      -    364  -1.3691365
20656  MSTRG.1218 chr15  64385844  64386207      -    364  -1.3691365
11081   MSTRG.755 chr15  40599790  40600069      -    280   2.8899257
33262  MSTRG.2075 chr15  94978848  94979095      -    248   3.3489497
14023   MSTRG.865 chr15  49425956  49426008      -     53  -1.5302706
14036   MSTRG.865 chr15  49425956  49426008      -     53  -1.5302706
6781    MSTRG.486 chr15  34520630  34520790      +    161  -1.2225527
6790    MSTRG.486 chr15  34520630  34520790      +    161  -1.2225527
14569   MSTRG.918 chr15  52186012  52186142      +    131   1.6802065
14580   MSTRG.918 chr15  52186012  52186142      +    131   1.6802065
23748  MSTRG.1432 chr15  74327513  74328735      +   1223   1.5036353
23774  MSTRG.1432 chr15  74327513  74328735      +   1223   1.5036353
23782  MSTRG.1432 chr15  74327513  74328735      +   1223   1.5036353
7905    MSTRG.616 chr15  44175901  44176007      -    107  -6.8424798
7919    MSTRG.616 chr15  44175901  44176007      -    107  -6.8424798
7934    MSTRG.616 chr15  44175901  44176007      -    107  -6.8424798
7950    MSTRG.616 chr15  44175901  44176007      -    107  -6.8424798
10827   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
10856   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
10883   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
10914   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
10946   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
10978   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
11008   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
11036   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
11066   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
11095   MSTRG.755 chr15  40588497  40588593      -     97   2.6514570
13259   MSTRG.841 chr15  42613983  42614218      +    236   2.1950585
13300   MSTRG.841 chr15  42613983  42614218      +    236   2.1950585
14607   MSTRG.923 chr15  52214913  52215105      -    193  -4.0012688
33364  MSTRG.2102 chr15  98511244  98511346      +    103   2.2178393
34024  MSTRG.2151 chr15  91027452  91027584      +    133   1.5905309
34062  MSTRG.2151 chr15  91027452  91027584      +    133   1.5905309
14760   MSTRG.942 chr15  50557790  50558162      -    373   7.0117666
14772   MSTRG.942 chr15  50557790  50558162      -    373   7.0117666
10349   MSTRG.735 chr15  44085908  44088287      +   2380  -1.3237612
10352   MSTRG.735 chr15  44085908  44088287      +   2380  -1.3237612
10371   MSTRG.735 chr15  44085908  44088287      +   2380  -1.3237612
7221    MSTRG.534 chr15  38591574  38591748      +    175   2.0168734
7226    MSTRG.534 chr15  38591574  38591748      +    175   2.0168734
5785    MSTRG.434 chr15  35812474  35814479      -   2006  -3.0788069
25838  MSTRG.1513 chr15  74887952  74890472      +   2521   1.6581724
25847  MSTRG.1513 chr15  74887952  74890472      +   2521   1.6581724
21221  MSTRG.1254 chr15  65444768  65444874      -    107  -1.5669960
21235  MSTRG.1254 chr15  65444768  65444874      -    107  -1.5669960
22092  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22110  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22128  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22145  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22162  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22179  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22196  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
22214  MSTRG.1303 chr15  66624213  66624358      +    146  -1.6642928
19730  MSTRG.1208 chr15  63036889  63037067      +    179  -2.3281238
13404   MSTRG.842 chr15  42696937  42697153      +    217   3.1154604
33924  MSTRG.2140 chr15  90814420  90815830      +   1411  -1.4736499
12065   MSTRG.812 chr15  41796704  41796838      -    135   4.0675378
12085   MSTRG.812 chr15  41796704  41796838      -    135   4.0675378
12103   MSTRG.812 chr15  41796704  41796838      -    135   4.0675378
23930  MSTRG.1440 chr15  72020888  72021063      +    176  -2.2536405
23942  MSTRG.1440 chr15  72020888  72021063      +    176  -2.2536405
23506  MSTRG.1411 chr15  74235195  74235303      +    109  -2.5063998
10355   MSTRG.735 chr15  44085885  44088287      +   2403  -1.3200521
14757   MSTRG.942 chr15  50549622  50549744      -    123   4.9375058
14769   MSTRG.942 chr15  50549622  50549744      -    123   4.9375058
16945  MSTRG.1103 chr15  55903739  55912464      -   8726   2.6419842
5638    MSTRG.420 chr15  34825047  34825685      -    639   7.1219792
10367   MSTRG.735 chr15  44093716  44093767      +     52  -1.4138336
10373   MSTRG.735 chr15  44093716  44093767      +     52  -1.4138336
10377   MSTRG.735 chr15  44093716  44093767      +     52  -1.4138336
10405   MSTRG.738 chr15  44093716  44093767      -     52  -1.4138336
25732  MSTRG.1509 chr15  74738264  74738568      -    305  -1.6489146
25743  MSTRG.1509 chr15  74738318  74738568      -    251  -1.6489146
25754  MSTRG.1509 chr15  74738318  74738568      -    251  -1.6489146
25765  MSTRG.1509 chr15  74738318  74738568      -    251  -1.6489146
25776  MSTRG.1509 chr15  74738318  74738568      -    251  -1.6489146
25787  MSTRG.1509 chr15  74738318  74738568      -    251  -1.6489146
